mantis_id,year,doy,date,block,snow,otc,treatment,n,NDVI,NDVI_stdv,NDVI_se
9735555,2011,238,2011-08-26,4,C,O,C.O,4,0.674256744,6.19E-03,3.09E-03
9735546,2011,238,2011-08-26,5,C,O,C.O,3,0.661390234,8.20E-03,4.73E-03
9735538,2011,239,2011-08-27,2,A,N,A.N,13,0.656647184,3.47E-03,9.63E-04
9735545,2011,239,2011-08-27,3,A,N,A.N,34,0.688505294,4.88E-03,8.37E-04
9735536,2011,239,2011-08-27,4,A,N,A.N,5,0.662080268,7.13E-03,3.19E-03
9735551,2011,239,2011-08-27,1,A,O,A.O,40,0.68609804,7.11E-03,1.12E-03
9735541,2011,239,2011-08-27,2,A,O,A.O,4,0.673231765,1.05E-02,5.25E-03
9735539,2011,239,2011-08-27,3,A,O,A.O,8,0.681194309,1.11E-02,3.94E-03
9735548,2011,239,2011-08-27,5,A,O,A.O,13,0.683418842,6.79E-03,1.88E-03
9735537,2011,239,2011-08-27,1,C,N,C.N,5,0.706660804,6.06E-03,2.71E-03
9735554,2011,239,2011-08-27,2,C,N,C.N,20,0.704252204,8.63E-03,1.93E-03
9735547,2011,239,2011-08-27,3,C,N,C.N,41,0.683694341,8.51E-03,1.33E-03
9735550,2011,239,2011-08-27,4,C,N,C.N,21,0.657655164,1.09E-02,2.38E-03
9735544,2011,239,2011-08-27,5,C,N,C.N,40,0.608005502,6.12E-03,9.67E-04
9735543,2011,239,2011-08-27,2,C,O,C.O,13,0.72230971,8.19E-03,2.27E-03
9735553,2011,239,2011-08-27,3,C,O,C.O,41,0.702524264,9.50E-03,1.48E-03
9735555,2011,239,2011-08-27,4,C,O,C.O,33,0.666635125,0.010758509,1.87E-03
9735546,2011,239,2011-08-27,5,C,O,C.O,16,0.657983614,5.44E-03,1.36E-03
9735534,2011,240,2011-08-28,1,A,N,A.N,3,0.678958424,3.74E-03,2.16E-03
9735538,2011,240,2011-08-28,2,A,N,A.N,14,0.658494905,7.10E-03,1.90E-03
9735545,2011,240,2011-08-28,3,A,N,A.N,19,0.689532341,4.15E-03,9.52E-04
9735536,2011,240,2011-08-28,4,A,N,A.N,13,0.675398043,5.36E-03,1.49E-03
9735542,2011,240,2011-08-28,5,A,N,A.N,7,0.679122665,1.07E-02,4.03E-03
9735551,2011,240,2011-08-28,1,A,O,A.O,22,0.689799303,7.20E-03,1.53E-03
9735541,2011,240,2011-08-28,2,A,O,A.O,15,0.686415648,6.94E-03,1.79E-03
9735539,2011,240,2011-08-28,3,A,O,A.O,14,0.679252889,1.08E-02,2.89E-03
9735548,2011,240,2011-08-28,5,A,O,A.O,14,0.669880052,6.73E-03,1.80E-03
9735537,2011,240,2011-08-28,1,C,N,C.N,13,0.709940328,5.82E-03,1.61E-03
9735554,2011,240,2011-08-28,2,C,N,C.N,17,0.703124219,7.27E-03,1.76E-03
9735547,2011,240,2011-08-28,3,C,N,C.N,23,0.681821988,5.57E-03,1.16E-03
9735550,2011,240,2011-08-28,4,C,N,C.N,18,0.65449684,8.68E-03,2.05E-03
9735544,2011,240,2011-08-28,5,C,N,C.N,22,0.603878934,8.58E-03,1.83E-03
9735552,2011,240,2011-08-28,1,C,O,C.O,3,0.706507096,6.99E-03,4.03E-03
9735543,2011,240,2011-08-28,2,C,O,C.O,17,0.721904048,8.00E-03,1.94E-03
9735553,2011,240,2011-08-28,3,C,O,C.O,20,0.700443278,7.05E-03,1.58E-03
9735555,2011,240,2011-08-28,4,C,O,C.O,20,0.670455666,1.01E-02,2.26E-03
9735546,2011,240,2011-08-28,5,C,O,C.O,17,0.662857958,8.73E-03,2.12E-03
9735534,2011,242,2011-08-30,1,A,N,A.N,4,0.664645544,3.16E-03,0.001579981
9735538,2011,242,2011-08-30,2,A,N,A.N,27,0.654765024,8.80E-03,1.69E-03
9735545,2011,242,2011-08-30,3,A,N,A.N,34,0.677249316,7.95E-03,1.36E-03
9735536,2011,242,2011-08-30,4,A,N,A.N,25,0.665572948,5.87E-03,1.17E-03
9735542,2011,242,2011-08-30,5,A,N,A.N,2,0.663859792,5.73E-03,4.05E-03
9735551,2011,242,2011-08-30,1,A,O,A.O,37,0.684313137,7.06E-03,1.16E-03
9735541,2011,242,2011-08-30,2,A,O,A.O,24,0.685633559,7.71E-03,1.57E-03
9735539,2011,242,2011-08-30,3,A,O,A.O,24,0.667546731,8.55E-03,1.75E-03
9735548,2011,242,2011-08-30,5,A,O,A.O,31,0.66585791,9.14E-03,1.64E-03
9735537,2011,242,2011-08-30,1,C,N,C.N,25,0.705091038,6.97E-03,1.39E-03
9735554,2011,242,2011-08-30,2,C,N,C.N,31,0.692061197,6.82E-03,1.23E-03
9735547,2011,242,2011-08-30,3,C,N,C.N,40,0.673447975,9.27E-03,1.47E-03
9735550,2011,242,2011-08-30,4,C,N,C.N,36,0.651255366,1.09E-02,1.81E-03
9735544,2011,242,2011-08-30,5,C,N,C.N,41,0.607881971,8.99E-03,1.40E-03
9735552,2011,242,2011-08-30,1,C,O,C.O,2,0.686896649,9.51E-04,6.72E-04
9735543,2011,242,2011-08-30,2,C,O,C.O,28,0.712909757,1.13E-02,2.14E-03
9735553,2011,242,2011-08-30,3,C,O,C.O,34,0.695245145,9.18E-03,1.57E-03
9735555,2011,242,2011-08-30,4,C,O,C.O,31,0.67198197,1.47E-02,2.64E-03
9735546,2011,242,2011-08-30,5,C,O,C.O,29,0.659191175,1.14E-02,2.12E-03
9735538,2011,245,2011-09-02,2,A,N,A.N,5,0.631076088,7.42E-03,3.32E-03
9735545,2011,245,2011-09-02,3,A,N,A.N,6,0.657998372,7.21E-03,2.94E-03
9735536,2011,245,2011-09-02,4,A,N,A.N,2,0.650507627,1.26E-02,8.92E-03
9735551,2011,245,2011-09-02,1,A,O,A.O,6,0.675324476,7.16E-03,2.92E-03
9735541,2011,245,2011-09-02,2,A,O,A.O,2,0.655841047,5.95E-03,4.21E-03
9735539,2011,245,2011-09-02,3,A,O,A.O,6,0.639677083,8.83E-03,3.60E-03
9735548,2011,245,2011-09-02,5,A,O,A.O,5,0.658390857,1.54E-02,6.90E-03
9735537,2011,245,2011-09-02,1,C,N,C.N,4,0.678328051,4.28E-03,2.14E-03
9735547,2011,245,2011-09-02,3,C,N,C.N,12,0.664444636,0.018920412,5.46E-03
9735550,2011,245,2011-09-02,4,C,N,C.N,9,0.636865599,0.022734243,7.58E-03
9735544,2011,245,2011-09-02,5,C,N,C.N,11,0.593024843,2.03E-02,6.13E-03
9735543,2011,245,2011-09-02,2,C,O,C.O,3,0.689831826,1.04E-02,6.00E-03
9735553,2011,245,2011-09-02,3,C,O,C.O,10,0.663133237,2.25E-02,7.13E-03
9735555,2011,245,2011-09-02,4,C,O,C.O,6,0.643031439,8.13E-03,3.32E-03
9735546,2011,245,2011-09-02,5,C,O,C.O,4,0.644567665,5.45E-03,2.72E-03
9735534,2012,141,2012-05-20,1,A,N,A.N,58,0.616923964,6.52E-03,8.57E-04
9735538,2012,141,2012-05-20,2,A,N,A.N,64,0.632785705,4.93E-03,6.16E-04
9735545,2012,141,2012-05-20,3,A,N,A.N,48,0.643802661,7.18E-03,1.04E-03
9735536,2012,141,2012-05-20,4,A,N,A.N,49,0.629507206,6.48E-03,9.26E-04
9735551,2012,141,2012-05-20,1,A,O,A.O,9,0.657308611,6.25E-03,2.08E-03
9735541,2012,141,2012-05-20,2,A,O,A.O,40,0.649382628,8.65E-03,1.37E-03
9735539,2012,141,2012-05-20,3,A,O,A.O,55,0.650041651,1.17E-02,1.58E-03
9735535,2012,141,2012-05-20,4,A,O,A.O,57,0.565652644,9.09E-03,1.20E-03
9735534,2012,142,2012-05-21,1,A,N,A.N,110,0.618274129,5.16E-03,4.92E-04
9735538,2012,142,2012-05-21,2,A,N,A.N,119,0.630043187,5.96E-03,5.46E-04
9735545,2012,142,2012-05-21,3,A,N,A.N,49,0.634360585,5.11E-03,7.30E-04
9735536,2012,142,2012-05-21,4,A,N,A.N,73,0.626892775,9.97E-03,1.17E-03
9735541,2012,142,2012-05-21,2,A,O,A.O,85,0.653475728,9.08E-03,9.85E-04
9735539,2012,142,2012-05-21,3,A,O,A.O,106,0.65923411,1.74E-02,1.69E-03
9735535,2012,142,2012-05-21,4,A,O,A.O,106,0.569420685,1.22E-02,1.19E-03
9735534,2012,143,2012-05-22,1,A,N,A.N,111,0.611480472,5.28E-03,5.01E-04
9735538,2012,143,2012-05-22,2,A,N,A.N,120,0.622991313,5.89E-03,5.37E-04
9735545,2012,143,2012-05-22,3,A,N,A.N,63,0.631187078,6.05E-03,7.62E-04
9735536,2012,143,2012-05-22,4,A,N,A.N,82,0.621600758,9.44E-03,1.04E-03
9735541,2012,143,2012-05-22,2,A,O,A.O,91,0.647076223,1.03E-02,1.08E-03
9735539,2012,143,2012-05-22,3,A,O,A.O,108,0.651700984,2.02E-02,1.94E-03
9735535,2012,143,2012-05-22,4,A,O,A.O,109,0.562839038,1.44E-02,1.38E-03
9735534,2012,144,2012-05-23,1,A,N,A.N,110,0.608437848,4.78E-03,4.56E-04
9735538,2012,144,2012-05-23,2,A,N,A.N,113,0.621764162,4.76E-03,4.47E-04
9735545,2012,144,2012-05-23,3,A,N,A.N,58,0.635051314,6.92E-03,9.09E-04
9735536,2012,144,2012-05-23,4,A,N,A.N,82,0.623486076,8.51E-03,9.39E-04
9735541,2012,144,2012-05-23,2,A,O,A.O,86,0.649380745,1.02E-02,1.10E-03
9735539,2012,144,2012-05-23,3,A,O,A.O,101,0.651771543,1.81E-02,1.80E-03
9735535,2012,144,2012-05-23,4,A,O,A.O,106,0.561403868,1.29E-02,1.25E-03
9735534,2012,145,2012-05-24,1,A,N,A.N,11,0.602630655,8.61E-03,2.60E-03
9735538,2012,145,2012-05-24,2,A,N,A.N,19,0.623197902,7.79E-03,1.79E-03
9735545,2012,145,2012-05-24,3,A,N,A.N,12,0.635384674,1.61E-02,4.64E-03
9735536,2012,145,2012-05-24,4,A,N,A.N,20,0.620444023,6.79E-03,1.52E-03
9735551,2012,145,2012-05-24,1,A,O,A.O,4,0.663264177,9.39E-03,4.70E-03
9735541,2012,145,2012-05-24,2,A,O,A.O,15,0.652426442,9.60E-03,2.48E-03
9735539,2012,145,2012-05-24,3,A,O,A.O,16,0.643071438,1.44E-02,3.60E-03
9735535,2012,145,2012-05-24,4,A,O,A.O,22,0.553019516,1.11E-02,2.38E-03
9735534,2012,149,2012-05-28,1,A,N,A.N,46,0.610203141,8.13E-03,1.20E-03
9735538,2012,149,2012-05-28,2,A,N,A.N,52,0.628133632,5.64E-03,7.83E-04
9735545,2012,149,2012-05-28,3,A,N,A.N,43,0.648373772,4.87E-03,7.42E-04
9735536,2012,149,2012-05-28,4,A,N,A.N,49,0.606959376,6.19E-03,8.84E-04
9735551,2012,149,2012-05-28,1,A,O,A.O,5,0.669214899,1.03E-02,4.61E-03
9735541,2012,149,2012-05-28,2,A,O,A.O,47,0.65350783,8.69E-03,1.27E-03
9735539,2012,149,2012-05-28,3,A,O,A.O,49,0.641039076,1.40E-02,2.00E-03
9735535,2012,149,2012-05-28,4,A,O,A.O,54,0.551079119,7.20E-03,9.79E-04
9735534,2012,150,2012-05-29,1,A,N,A.N,71,0.611306611,8.04E-03,9.54E-04
9735538,2012,150,2012-05-29,2,A,N,A.N,72,0.628018165,4.88E-03,5.75E-04
9735545,2012,150,2012-05-29,3,A,N,A.N,56,0.644684268,7.42E-03,9.92E-04
9735536,2012,150,2012-05-29,4,A,N,A.N,63,0.617104994,7.77E-03,9.79E-04
9735551,2012,150,2012-05-29,1,A,O,A.O,26,0.671472589,1.18E-02,2.32E-03
9735541,2012,150,2012-05-29,2,A,O,A.O,67,0.660502433,1.10E-02,1.34E-03
9735539,2012,150,2012-05-29,3,A,O,A.O,69,0.656384737,1.44E-02,1.74E-03
9735535,2012,150,2012-05-29,4,A,O,A.O,73,0.559338188,1.10E-02,1.28E-03
9735534,2012,151,2012-05-30,1,A,N,A.N,56,0.602185189,6.46E-03,8.63E-04
9735538,2012,151,2012-05-30,2,A,N,A.N,64,0.625173208,5.87E-03,7.34E-04
9735545,2012,151,2012-05-30,3,A,N,A.N,46,0.650994483,7.11E-03,1.05E-03
9735536,2012,151,2012-05-30,4,A,N,A.N,53,0.620332784,8.47E-03,1.16E-03
9735551,2012,151,2012-05-30,1,A,O,A.O,37,0.674079601,1.41E-02,2.33E-03
9735541,2012,151,2012-05-30,2,A,O,A.O,58,0.664819822,7.18E-03,9.42E-04
9735539,2012,151,2012-05-30,3,A,O,A.O,62,0.662624021,1.88E-02,2.38E-03
9735535,2012,151,2012-05-30,4,A,O,A.O,65,0.567855211,1.15E-02,1.43E-03
9735546,2012,151,2012-05-30,1,C,N,C.N,50,0.584114838,2.35E-02,3.32E-03
9735554,2012,151,2012-05-30,2,C,N,C.N,49,0.648621803,7.33E-03,1.05E-03
9735547,2012,151,2012-05-30,3,C,N,C.N,43,0.616945842,6.18E-03,9.43E-04
9735550,2012,151,2012-05-30,4,C,N,C.N,42,0.525057704,7.27E-03,1.12E-03
9735543,2012,151,2012-05-30,2,C,O,C.O,51,0.67011222,9.10E-03,1.27E-03
9735553,2012,151,2012-05-30,3,C,O,C.O,47,0.661451703,1.22E-02,1.78E-03
9735544,2012,151,2012-05-30,3,C,S,C.S,56,0.631001686,5.88E-03,7.86E-04
9735534,2012,152,2012-05-31,1,A,N,A.N,5,0.603438146,4.32E-03,1.93E-03
9735538,2012,152,2012-05-31,2,A,N,A.N,11,0.624915759,8.02E-03,2.42E-03
9735545,2012,152,2012-05-31,3,A,N,A.N,10,0.652114969,5.77E-03,1.83E-03
9735536,2012,152,2012-05-31,4,A,N,A.N,11,0.62477507,4.55E-03,1.37E-03
9735541,2012,152,2012-05-31,2,A,O,A.O,8,0.67401702,5.28E-03,1.87E-03
9735539,2012,152,2012-05-31,3,A,O,A.O,9,0.679506657,5.77E-03,1.92E-03
9735535,2012,152,2012-05-31,4,A,O,A.O,11,0.571566964,8.76E-03,2.64E-03
9735546,2012,152,2012-05-31,1,C,N,C.N,4,0.595489396,3.81E-02,1.90E-02
9735554,2012,152,2012-05-31,2,C,N,C.N,9,0.649210273,2.98E-03,9.93E-04
9735547,2012,152,2012-05-31,3,C,N,C.N,3,0.618094489,7.61E-03,4.39E-03
9735550,2012,152,2012-05-31,4,C,N,C.N,9,0.530982167,6.16E-03,2.05E-03
9735543,2012,152,2012-05-31,2,C,O,C.O,7,0.67943166,5.75E-03,2.17E-03
9735553,2012,152,2012-05-31,3,C,O,C.O,7,0.67537559,4.92E-03,1.86E-03
9735542,2012,152,2012-05-31,2,C,S,C.S,10,0.605178981,5.29E-03,1.67E-03
9735544,2012,152,2012-05-31,3,C,S,C.S,7,0.632713984,7.71E-03,2.92E-03
9735548,2012,152,2012-05-31,4,C,S,C.S,6,0.579751635,5.63E-03,2.30E-03
9735534,2012,154,2012-06-02,1,A,N,A.N,53,0.605884988,6.18E-03,8.48E-04
9735538,2012,154,2012-06-02,2,A,N,A.N,91,0.636358633,5.42E-03,5.68E-04
9735545,2012,154,2012-06-02,3,A,N,A.N,84,0.656758879,5.50E-03,6.01E-04
9735536,2012,154,2012-06-02,4,A,N,A.N,90,0.627982655,7.78E-03,8.20E-04
9735551,2012,154,2012-06-02,1,A,O,A.O,69,0.678625747,1.34E-02,1.61E-03
9735541,2012,154,2012-06-02,2,A,O,A.O,87,0.673163591,9.17E-03,9.83E-04
9735539,2012,154,2012-06-02,3,A,O,A.O,91,0.662908853,0.016368424,1.72E-03
9735535,2012,154,2012-06-02,4,A,O,A.O,93,0.566024515,1.26E-02,1.31E-03
9735546,2012,154,2012-06-02,1,C,N,C.N,80,0.601499883,2.03E-02,2.27E-03
9735554,2012,154,2012-06-02,2,C,N,C.N,92,0.647998842,6.87E-03,7.16E-04
9735547,2012,154,2012-06-02,3,C,N,C.N,89,0.619045353,5.87E-03,6.22E-04
9735550,2012,154,2012-06-02,4,C,N,C.N,90,0.530742396,8.29E-03,8.73E-04
9735552,2012,154,2012-06-02,1,C,O,C.O,81,0.646180999,1.37E-02,1.53E-03
9735543,2012,154,2012-06-02,2,C,O,C.O,91,0.674707293,9.41E-03,9.87E-04
9735553,2012,154,2012-06-02,3,C,O,C.O,86,0.668317082,0.012973731,1.40E-03
9735555,2012,154,2012-06-02,4,C,O,C.O,82,0.617657143,1.05E-02,1.16E-03
9735537,2012,154,2012-06-02,1,C,S,C.S,88,0.619838007,8.36E-03,8.91E-04
9735542,2012,154,2012-06-02,2,C,S,C.S,91,0.605571415,6.13E-03,6.42E-04
9735544,2012,154,2012-06-02,3,C,S,C.S,93,0.632877222,5.96E-03,6.18E-04
9735548,2012,154,2012-06-02,4,C,S,C.S,89,0.584877897,7.18E-03,7.61E-04
9735534,2012,155,2012-06-03,1,A,N,A.N,11,0.611472145,1.53E-02,4.62E-03
9735538,2012,155,2012-06-03,2,A,N,A.N,25,0.640756388,9.33E-03,1.87E-03
9735545,2012,155,2012-06-03,3,A,N,A.N,19,0.649408621,1.27E-02,2.91E-03
9735536,2012,155,2012-06-03,4,A,N,A.N,22,0.637030342,9.55E-03,2.04E-03
9735551,2012,155,2012-06-03,1,A,O,A.O,11,0.679572374,7.45E-03,2.25E-03
9735541,2012,155,2012-06-03,2,A,O,A.O,16,0.664444751,9.45E-03,2.36E-03
9735539,2012,155,2012-06-03,3,A,O,A.O,22,0.659325122,9.66E-03,2.06E-03
9735535,2012,155,2012-06-03,4,A,O,A.O,24,0.568016728,9.01E-03,1.84E-03
9735546,2012,155,2012-06-03,1,C,N,C.N,22,0.608372306,0.036365662,7.75E-03
9735554,2012,155,2012-06-03,2,C,N,C.N,23,0.646605993,0.011465641,2.39E-03
9735547,2012,155,2012-06-03,3,C,N,C.N,19,0.617170676,1.09E-02,2.50E-03
9735550,2012,155,2012-06-03,4,C,N,C.N,20,0.521237584,1.51E-02,3.37E-03
9735552,2012,155,2012-06-03,1,C,O,C.O,15,0.643779366,1.28E-02,3.32E-03
9735543,2012,155,2012-06-03,2,C,O,C.O,21,0.666074559,9.20E-03,2.01E-03
9735553,2012,155,2012-06-03,3,C,O,C.O,17,0.662148139,1.29E-02,3.12E-03
9735555,2012,155,2012-06-03,4,C,O,C.O,10,0.612278719,1.06E-02,0.00336054
9735537,2012,155,2012-06-03,1,C,S,C.S,21,0.617203533,9.70E-03,2.12E-03
9735542,2012,155,2012-06-03,2,C,S,C.S,23,0.601169995,0.015132142,3.16E-03
9735544,2012,155,2012-06-03,3,C,S,C.S,22,0.63268381,9.39E-03,2.00E-03
9735548,2012,155,2012-06-03,4,C,S,C.S,20,0.582554336,1.10E-02,2.46E-03
9735534,2012,156,2012-06-04,1,A,N,A.N,84,0.617826485,5.30E-03,5.79E-04
9735538,2012,156,2012-06-04,2,A,N,A.N,92,0.642995385,6.02E-03,6.28E-04
9735545,2012,156,2012-06-04,3,A,N,A.N,74,0.673042455,6.48E-03,7.53E-04
9735536,2012,156,2012-06-04,4,A,N,A.N,83,0.642029979,7.86E-03,8.63E-04
9735551,2012,156,2012-06-04,1,A,O,A.O,67,0.698538923,1.23E-02,1.50E-03
9735541,2012,156,2012-06-04,2,A,O,A.O,93,0.688224854,1.05E-02,1.08E-03
9735539,2012,156,2012-06-04,3,A,O,A.O,92,0.680619196,1.98E-02,0.002065219
9735535,2012,156,2012-06-04,4,A,O,A.O,94,0.581831555,1.11E-02,1.15E-03
9735546,2012,156,2012-06-04,1,C,N,C.N,68,0.590159312,2.59E-02,3.14E-03
9735554,2012,156,2012-06-04,2,C,N,C.N,81,0.651858447,7.99E-03,8.88E-04
9735547,2012,156,2012-06-04,3,C,N,C.N,78,0.627975945,6.54E-03,7.40E-04
9735550,2012,156,2012-06-04,4,C,N,C.N,86,0.542048318,8.23E-03,8.87E-04
9735552,2012,156,2012-06-04,1,C,O,C.O,80,0.656346338,1.44E-02,1.61E-03
9735543,2012,156,2012-06-04,2,C,O,C.O,86,0.681954606,1.05E-02,1.13E-03
9735553,2012,156,2012-06-04,3,C,O,C.O,78,0.679913552,1.47E-02,1.66E-03
9735555,2012,156,2012-06-04,4,C,O,C.O,85,0.62898944,1.10E-02,1.19E-03
9735537,2012,156,2012-06-04,1,C,S,C.S,86,0.623232731,8.12E-03,8.75E-04
9735542,2012,156,2012-06-04,2,C,S,C.S,78,0.614457257,6.70E-03,7.58E-04
9735544,2012,156,2012-06-04,3,C,S,C.S,88,0.634905263,5.97E-03,6.37E-04
9735548,2012,156,2012-06-04,4,C,S,C.S,69,0.592038783,6.20E-03,7.46E-04
9735534,2012,157,2012-06-05,1,A,N,A.N,21,0.621840993,4.81E-03,1.05E-03
9735538,2012,157,2012-06-05,2,A,N,A.N,69,0.645217475,5.27E-03,6.35E-04
9735545,2012,157,2012-06-05,3,A,N,A.N,45,0.67990392,4.83E-03,7.19E-04
9735536,2012,157,2012-06-05,4,A,N,A.N,66,0.644944394,8.71E-03,1.07E-03
9735551,2012,157,2012-06-05,1,A,O,A.O,16,0.719337797,1.15E-02,2.88E-03
9735541,2012,157,2012-06-05,2,A,O,A.O,42,0.695577203,0.010380848,1.60E-03
9735539,2012,157,2012-06-05,3,A,O,A.O,63,0.683381777,0.018903702,2.38E-03
9735535,2012,157,2012-06-05,4,A,O,A.O,69,0.581116969,1.41E-02,1.69E-03
9735546,2012,157,2012-06-05,1,C,N,C.N,29,0.60584114,2.46E-02,4.57E-03
9735554,2012,157,2012-06-05,2,C,N,C.N,73,0.649407962,8.03E-03,9.40E-04
9735547,2012,157,2012-06-05,3,C,N,C.N,24,0.633307641,7.07E-03,1.44E-03
9735550,2012,157,2012-06-05,4,C,N,C.N,68,0.546064707,8.22E-03,9.97E-04
9735552,2012,157,2012-06-05,1,C,O,C.O,26,0.66947636,1.31E-02,2.57E-03
9735543,2012,157,2012-06-05,2,C,O,C.O,62,0.687972203,1.04E-02,1.32E-03
9735553,2012,157,2012-06-05,3,C,O,C.O,35,0.696765775,1.05E-02,1.78E-03
9735555,2012,157,2012-06-05,4,C,O,C.O,25,0.641987095,1.22E-02,2.45E-03
9735537,2012,157,2012-06-05,1,C,S,C.S,47,0.626200105,7.25E-03,1.06E-03
9735542,2012,157,2012-06-05,2,C,S,C.S,64,0.613987853,6.04E-03,7.55E-04
9735544,2012,157,2012-06-05,3,C,S,C.S,64,0.636232808,6.57E-03,8.22E-04
9735548,2012,157,2012-06-05,4,C,S,C.S,53,0.590554019,4.79E-03,6.58E-04
9735534,2012,158,2012-06-06,1,A,N,A.N,98,0.630568666,5.31E-03,5.36E-04
9735538,2012,158,2012-06-06,2,A,N,A.N,99,0.653084099,5.47E-03,5.50E-04
9735545,2012,158,2012-06-06,3,A,N,A.N,82,0.692355444,7.36E-03,8.13E-04
9735536,2012,158,2012-06-06,4,A,N,A.N,90,0.65319012,7.37E-03,7.77E-04
9735551,2012,158,2012-06-06,1,A,O,A.O,87,0.724285368,1.35E-02,1.45E-03
9735541,2012,158,2012-06-06,2,A,O,A.O,95,0.700591359,8.57E-03,8.79E-04
9735539,2012,158,2012-06-06,3,A,O,A.O,91,0.693652118,1.58E-02,1.66E-03
9735535,2012,158,2012-06-06,4,A,O,A.O,99,0.586615419,1.24E-02,1.24E-03
9735546,2012,158,2012-06-06,1,C,N,C.N,81,0.605572103,2.34E-02,2.60E-03
9735554,2012,158,2012-06-06,2,C,N,C.N,89,0.655627768,6.38E-03,6.76E-04
9735547,2012,158,2012-06-06,3,C,N,C.N,88,0.637576138,5.70E-03,6.08E-04
9735550,2012,158,2012-06-06,4,C,N,C.N,89,0.558877146,7.44E-03,7.88E-04
9735552,2012,158,2012-06-06,1,C,O,C.O,88,0.667023837,1.28E-02,1.36E-03
9735543,2012,158,2012-06-06,2,C,O,C.O,89,0.69869184,7.93E-03,8.41E-04
9735553,2012,158,2012-06-06,3,C,O,C.O,87,0.702313369,1.26E-02,1.35E-03
9735555,2012,158,2012-06-06,4,C,O,C.O,90,0.644223544,8.59E-03,9.05E-04
9735537,2012,158,2012-06-06,1,C,S,C.S,94,0.629462527,8.01E-03,8.26E-04
9735542,2012,158,2012-06-06,2,C,S,C.S,92,0.620646686,6.26E-03,6.52E-04
9735544,2012,158,2012-06-06,3,C,S,C.S,94,0.637757055,7.05E-03,7.27E-04
9735548,2012,158,2012-06-06,4,C,S,C.S,66,0.610029149,5.05E-03,6.21E-04
9735534,2012,159,2012-06-07,1,A,N,A.N,113,0.639265476,4.68E-03,4.41E-04
9735538,2012,159,2012-06-07,2,A,N,A.N,114,0.661612122,5.12E-03,4.79E-04
9735545,2012,159,2012-06-07,3,A,N,A.N,110,0.701181713,7.18E-03,6.85E-04
9735536,2012,159,2012-06-07,4,A,N,A.N,111,0.658858691,7.83E-03,7.43E-04
9735551,2012,159,2012-06-07,1,A,O,A.O,111,0.725593819,1.37E-02,1.30E-03
9735541,2012,159,2012-06-07,2,A,O,A.O,112,0.703868776,1.03E-02,9.70E-04
9735539,2012,159,2012-06-07,3,A,O,A.O,113,0.691800893,1.63E-02,1.54E-03
9735535,2012,159,2012-06-07,4,A,O,A.O,113,0.58745833,1.35E-02,1.27E-03
9735546,2012,159,2012-06-07,1,C,N,C.N,95,0.621294809,2.60E-02,2.67E-03
9735554,2012,159,2012-06-07,2,C,N,C.N,111,0.657101619,7.09E-03,6.73E-04
9735547,2012,159,2012-06-07,3,C,N,C.N,110,0.645561729,5.84E-03,5.57E-04
9735550,2012,159,2012-06-07,4,C,N,C.N,112,0.569066944,9.25E-03,8.74E-04
9735552,2012,159,2012-06-07,1,C,O,C.O,112,0.666685659,0.014338191,1.35E-03
9735543,2012,159,2012-06-07,2,C,O,C.O,112,0.700356826,1.06E-02,1.00E-03
9735553,2012,159,2012-06-07,3,C,O,C.O,110,0.701811547,0.01463674,1.40E-03
9735555,2012,159,2012-06-07,4,C,O,C.O,112,0.648805018,1.16E-02,1.09E-03
9735537,2012,159,2012-06-07,1,C,S,C.S,111,0.633543879,8.74E-03,8.30E-04
9735542,2012,159,2012-06-07,2,C,S,C.S,110,0.626170843,5.31E-03,5.06E-04
9735544,2012,159,2012-06-07,3,C,S,C.S,112,0.645540136,5.90E-03,5.57E-04
9735548,2012,159,2012-06-07,4,C,S,C.S,94,0.618336664,5.06E-03,5.21E-04
9735534,2012,160,2012-06-08,1,A,N,A.N,36,0.648085655,6.01E-03,1.00E-03
9735538,2012,160,2012-06-08,2,A,N,A.N,32,0.664573563,4.96E-03,8.77E-04
9735545,2012,160,2012-06-08,3,A,N,A.N,21,0.709517401,6.66E-03,1.45E-03
9735536,2012,160,2012-06-08,4,A,N,A.N,32,0.668349955,8.85E-03,1.57E-03
9735551,2012,160,2012-06-08,1,A,O,A.O,27,0.749226954,9.83E-03,1.89E-03
9735541,2012,160,2012-06-08,2,A,O,A.O,32,0.721034509,8.15E-03,1.44E-03
9735539,2012,160,2012-06-08,3,A,O,A.O,34,0.715383678,1.17E-02,2.01E-03
9735535,2012,160,2012-06-08,4,A,O,A.O,36,0.605435633,1.13E-02,1.89E-03
9735546,2012,160,2012-06-08,1,C,N,C.N,13,0.595171218,1.43E-02,3.97E-03
9735554,2012,160,2012-06-08,2,C,N,C.N,27,0.665964212,7.38E-03,1.42E-03
9735547,2012,160,2012-06-08,3,C,N,C.N,27,0.657152532,5.78E-03,1.11E-03
9735550,2012,160,2012-06-08,4,C,N,C.N,33,0.585734002,9.84E-03,1.71E-03
9735552,2012,160,2012-06-08,1,C,O,C.O,30,0.690168777,9.42E-03,1.72E-03
9735543,2012,160,2012-06-08,2,C,O,C.O,32,0.715164281,6.56E-03,1.16E-03
9735553,2012,160,2012-06-08,3,C,O,C.O,28,0.727685008,9.55E-03,1.80E-03
